Date,Day in Year,Temperature,Humidity,Pressure,Wind Speed,Wind Direction,Rainfall
2001/11/03,308,26.2,84,1014.7,8.4,100,0.025
2001/11/04,309,24.8,81,1016.6,18.2,90,0.7
2001/11/05,310,25.4,72,1018.6,11.3,90,0
2001/11/06,311,22.7,63,1020.6,11.1,360,0
2001/11/07,312,22.7,67,1019.1,11.2,90,0.025
2001/11/08,313,22.8,70,1016.9,7.5,30,0.025
2001/11/09,314,22.8,55,1016.2,13.1,10,0
2001/11/10,315,22.1,54,1016.2,13.1,10,0
2001/11/11,316,22.2,55,1016.3,11.2,10,0
2001/11/12,317,22.1,59,1017.1,12.1,80,0.025
2001/11/13,318,21.2,67,1018.5,10.6,10,1
2001/11/14,319,17.7,55,1021.9,16.7,10,1
2001/11/15,320,16.5,48,1022.7,10.5,10,1.1
2001/11/16,321,18.5,46,1021.7,8.8,10,0
2001/11/17,322,19.1,51,1021.8,8,360,0
2001/11/18,323,19.7,57,1022.1,5.7,100,0
2001/11/19,324,19.8,48,1021.8,9.3,10,0
2001/11/20,325,19.6,50,1021.9,7.1,360,0
2001/11/21,326,19.5,56,1021.2,7.3,100,0
2001/11/22,327,19.6,62,1020.2,7,90,0
2001/11/23,328,20.1,67,1018.5,6.9,90,0
2001/11/24,329,20.2,68,1016.3,4.4,260,0
2001/11/25,330,20.4,65,1016.5,5.4,110,0
2001/11/26,331,20.9,60,1020.8,12.7,80,0
2001/11/27,332,20.4,70,1020.5,15.3,90,0
2001/11/28,333,20.9,82,1016.4,16.3,90,0.2
2001/11/29,334,22.2,89,1014.9,11.5,100,0.3
2001/11/30,335,22.7,86,1015,5.5,100,0
2001/12/01,336,21.7,84,1015.9,11.2,90,0.025
2001/12/02,337,21.8,80,1016.5,12.8,90,0
2001/12/03,338,21.6,82,1016.6,10.7,90,0
2001/12/04,339,23.2,73,1014.8,4,100,0
2001/12/05,340,22.1,79,1015.9,13,90,0
2001/12/06,341,21.4,75,1017.9,7.6,360,0
2001/12/07,342,19.5,74,1018.9,7.9,100,0
2001/12/08,343,20.1,82,1018.2,9.9,80,7.1
2001/12/09,344,20.9,87,1018.5,7.8,90,9.6
2001/12/10,345,21.3,83,1018.7,6.1,90,7.8
2001/12/11,346,20.2,83,1018.8,13.6,80,0
2001/12/12,347,21,84,1019.3,7.6,100,0
2001/12/13,348,18.6,73,1022.9,10.5,360,0
2001/12/14,349,15.1,68,1027.3,10,360,0
2001/12/15,350,17.1,72,1025.2,15.3,80,0
2001/12/16,351,18.9,78,1022,12.4,90,0.025
2001/12/17,352,20.5,83,1020.8,5.6,90,1.7
2001/12/18,353,17.3,92,1022.8,3,360,18.4
2001/12/19,354,17.4,80,1024.7,4.3,360,0
2001/12/20,355,18.7,78,1024.8,6.9,360,0.025
2001/12/21,356,14.5,62,1026.7,14,360,0
2001/12/22,357,11.7,45,1027.7,11.1,360,0
2001/12/23,358,13.9,45,1025.8,7,360,0
2001/12/24,359,15,56,1025.3,5.9,90,0
2001/12/25,360,15.8,66,1027.6,6.8,60,0
2001/12/26,361,15.8,70,1027.8,10.3,100,0
2001/12/27,362,16.2,70,1027.4,6.6,40,0
2001/12/28,363,15.7,54,1027.2,6.6,360,0
2001/12/29,364,15.6,53,1024.7,5.8,360,0
2001/12/30,365,16,63,1022,7.1,90,0
2001/12/31,366,17.4,67,1019.8,4.8,100,0
2002/01/01,1,18.9,63,1020.9,3.2,250,0
2002/01/02,2,18.1,51,1025.4,8.1,10,0
2002/01/03,3,16.4,55,1025.7,5.5,100,0
2002/01/04,4,16.9,66,1024.6,3.6,100,0
2002/01/05,5,18,55,1021.8,2.8,110,0
2002/01/06,6,18.5,73,1022.3,5.5,110,0
2002/01/07,7,19.2,69,1023.2,3.3,360,0
2002/01/08,8,18.3,64,1025.1,11.1,70,0
2002/01/09,9,17,75,1024.7,13.2,80,0
2002/01/10,10,18.1,82,1021.2,2.7,260,0
2002/01/11,11,19.2,81,1017.8,2.4,250,0
2002/01/12,12,20.2,84,1017.8,4.8,100,0
2002/01/13,13,21.5,80,1016.9,7.4,100,0
2002/01/14,14,21.2,84,1014.7,7,90,1.7
2002/01/15,15,19.7,93,1014.3,14.7,90,1
2002/01/16,16,21.6,88,1014.1,3.8,260,0
2002/01/17,17,20.6,89,1013.2,7.8,100,0.025
2002/01/18,18,19.6,90,1014,13.6,100,1.9
2002/01/19,19,17.5,89,1017.4,6.8,90,0.5
2002/01/20,20,15.8,80,1020,8.3,90,0
2002/01/21,21,12.9,57,1022.3,13,360,0
2002/01/22,22,14.3,59,1023,6.5,10,0
2002/01/23,23,15.8,63,1023.1,11.4,90,0
2002/01/24,24,16.3,76,1020,15.9,90,0
2002/01/25,25,16.5,88,1016,11.8,90,0.2
2002/01/26,26,14.2,85,1017.6,4.5,360,13.7
2002/01/27,27,12.2,93,1020.8,4.1,30,6
2002/01/28,28,12.6,84,1023.4,4.5,360,0.025
2002/01/29,29,13.8,76,1025.6,4.8,10,0.025
2002/01/30,30,15.3,73,1025,8.3,90,0
2002/01/31,31,15.9,77,1024,10.5,90,0
2002/02/01,32,15.7,75,1022.8,8,360,0.025
2002/02/02,33,13,80,1023.5,5.4,350,2.6
2002/02/03,34,15.1,71,1021.4,17.4,80,0
2002/02/04,35,16.4,74,1019.4,10.4,100,0
2002/02/05,36,16,85,1018.7,3.2,10,1.9
2002/02/06,37,16.2,84,1017.8,9.5,90,0.1
2002/02/07,38,17.6,80,1017.4,16.5,90,0.025
2002/02/08,39,18,82,1017.9,9.3,90,0
2002/02/09,40,18.7,84,1017,8.3,90,0
2002/02/10,41,18,74,1019.5,6.9,360,0
2002/02/11,42,16.7,67,1023.1,11.1,90,0
2002/02/12,43,16.8,68,1022.5,9.1,100,0
2002/02/13,44,17.8,76,1020.3,8.5,100,0
2002/02/14,45,18.6,75,1022.1,12,100,0
2002/02/15,46,17.8,79,1023.3,12.8,80,0
2002/02/16,47,18.3,75,1021.7,10.7,100,0
2002/02/17,48,20.6,71,1020.8,2.3,100,0
2002/02/18,49,19.6,77,1022.8,12,90,0
2002/02/19,50,18.9,71,1025,16.6,90,0
2002/02/20,51,17.5,75,1025.8,17,80,0
2002/02/21,52,19.1,71,1023.1,8.6,100,0
2002/02/22,53,20.6,78,1021.8,5,100,0
2002/02/23,54,20.1,86,1019.5,5.7,100,0
2002/02/24,55,20.2,81,1020.1,8.6,100,0.025
2002/02/25,56,18.9,80,1020.6,12.4,90,0.025
2002/02/26,57,20.3,81,1018.5,7.6,100,0
2002/02/27,58,21.2,85,1016,7.7,100,0.025
2002/02/28,59,21.7,83,1015.8,7.1,100,0
2002/03/01,61,21.7,86,1016.7,10.1,90,0.025
2002/03/02,62,21.4,81,1016.2,7.5,100,0
2002/03/03,63,20.5,84,1016.8,10.9,90,0.025
2002/03/04,64,20.4,80,1016.5,13.4,90,0.025
2002/03/05,65,21.2,73,1015.7,7.7,110,0
2002/03/06,66,17.5,47,1019.7,10.4,360,0
2002/03/07,67,18.1,51,1021.7,9,10,0
2002/03/08,68,19.5,60,1022.7,13.2,80,0
2002/03/09,69,20.4,66,1021.7,13.1,90,0
2002/03/10,70,21.1,78,1019.8,9.4,90,0
2002/03/11,71,21.7,78,1018.5,7.9,100,0
2002/03/12,72,21.9,84,1017.6,9.1,100,0
2002/03/13,73,22,87,1015.1,9.7,90,0.025
2002/03/14,74,22.7,85,1012.9,5.4,90,0.025
2002/03/15,75,24.3,83,1011.3,3.9,200,0.025
2002/03/16,76,23.2,89,1012.7,8.3,260,1.1
2002/03/17,77,20.9,84,1017.8,9.8,90,0.025
2002/03/18,78,20.7,73,1021.8,9.2,80,0
2002/03/19,79,21.5,65,1020.1,8.3,90,0
2002/03/20,80,22.7,79,1016,4.2,90,0.025
2002/03/21,81,23.5,76,1011.9,4,150,0
2002/03/22,82,23.5,84,1009.8,3,90,0.025
2002/03/23,83,20.3,94,1011.9,16,80,130
2002/03/24,84,19.6,95,1011.7,13.4,90,33.7
2002/03/25,85,20.7,90,1012.8,7.7,90,0.1
2002/03/26,86,21.2,90,1011.9,13.1,90,0.025
2002/03/27,87,22.8,92,1011.8,9.1,90,0.025
2002/03/28,88,22.5,95,1011.8,9.5,90,2.3
2002/03/29,89,24.5,89,1011.6,4,250,57
2002/03/30,90,22.3,93,1013.2,4,250,13.6
2002/03/31,91,21.6,89,1015.4,8.5,90,0.9
2002/04/01,92,22.7,82,1016.1,8.5,90,0
2002/04/02,93,24.8,82,1013.8,4.2,260,0
2002/04/03,94,25.8,81,1010.3,7.1,250,0
2002/04/04,95,25.8,82,1009.7,7.8,140,0
2002/04/05,96,26.1,79,1010,8.6,120,0
2002/04/06,97,25.9,81,1010.7,5.8,160,9.2
2002/04/07,98,26.2,78,1011.6,5.5,190,0
2002/04/08,99,26.4,78,1011.8,5.2,160,0
2002/04/09,100,25.8,82,1012.2,6.9,100,0.1
2002/04/10,101,22.3,90,1013.4,13.6,90,2.9
2002/04/11,102,18.8,80,1017,7.2,350,0.025
2002/04/12,103,19.8,74,1018.6,6.5,100,0
2002/04/13,104,21.6,73,1016.1,9,90,0
2002/04/14,105,23.4,84,1012.6,6.5,90,0
2002/04/15,106,25.3,86,1012.4,8.3,90,0.025
2002/04/16,107,25.7,85,1013.1,6.6,90,0
2002/04/17,108,26.1,83,1012.7,7.2,90,0
2002/04/18,109,23.8,86,1015,13.8,90,0.025
2002/04/19,110,23.2,85,1016.2,11.5,90,0.025
2002/04/20,111,24.9,83,1013.1,6.3,90,0.025
2002/04/21,112,25.9,78,1010.6,4.9,260,0
2002/04/22,113,26.5,80,1011,5.3,110,0
2002/04/23,114,27.2,81,1012.5,6.8,100,0
2002/04/24,115,27.1,81,1011.9,5.8,100,0
2002/04/25,116,24.5,84,1014.2,17.3,90,0.025
2002/04/26,117,22.9,84,1014.8,15.5,80,0.025
2002/04/27,118,23.4,83,1014.1,14.7,90,0
2002/04/28,119,24.1,85,1013.4,12.9,90,0.2
2002/04/29,120,25.5,85,1011.6,11.5,100,0.025
2002/04/30,121,26.4,84,1010.4,9.8,90,0.025
2002/05/01,122,26.3,83,1010.1,8.8,100,0.025
2002/05/02,123,27.2,81,1011.9,10.8,100,0
2002/05/03,124,27.5,79,1012.6,11.5,100,0
2002/05/04,125,27.4,79,1012.3,12.1,100,0
2002/05/05,126,27.1,79,1011,13.4,90,0.025
2002/05/06,127,27.1,81,1009.9,10.7,100,0.2
2002/05/07,128,27.7,77,1009.6,7,100,0
2002/05/08,129,27.7,77,1011.2,10.8,100,0.025
2002/05/09,130,26.4,90,1011.2,13.3,100,19.3
2002/05/10,131,26.8,86,1010.1,5.4,90,56.3
2002/05/11,132,27.6,79,1010.3,5.3,250,31.3
2002/05/12,133,26.6,89,1012.2,9,90,29.7
2002/05/13,134,26.5,87,1011.6,13.6,100,6
2002/05/14,135,27.6,83,1008.4,12,190,21.2
2002/05/15,136,26.4,80,1007.9,6.2,250,1.4
2002/05/16,137,26.4,85,1008.5,3.9,100,18.2
2002/05/17,138,24.4,89,1008,8,100,23
2002/05/18,139,25.4,89,1007.6,8.8,90,5.1
2002/05/19,140,25.7,94,1004.9,3.3,90,34.3
2002/05/20,141,26.2,92,1003.9,12.2,90,7.2
2002/05/21,142,29.2,81,1003.3,9.5,190,0
2002/05/22,143,29,82,1005.1,7.3,250,13.9
2002/05/23,144,27.7,80,1008.4,6.4,240,3.4
2002/05/24,145,26.6,75,1011.3,9.8,100,0.025
2002/05/25,146,26.4,68,1011.1,9,90,0.025
2002/05/26,147,26.8,61,1010.2,9.3,90,0.025
2002/05/27,148,27.2,73,1009.3,14.5,80,0.025
2002/05/28,149,27.3,76,1008.7,12.4,70,0
2002/05/29,150,27.8,77,1007.7,5.8,90,0
2002/05/30,151,28,80,1006.3,7.3,250,4.9
2002/05/31,152,28,77,1004.6,6.9,250,0.2
2002/06/01,153,28.1,84,1003.8,7.8,100,3.8
2002/06/02,154,26.4,89,1004.4,12.1,90,3
2002/06/03,155,26.6,80,1004.9,14.8,80,0.025
2002/06/04,156,27.6,79,1005.1,14.5,80,0.025
2002/06/05,157,27.4,83,1004.9,14.1,90,1
2002/06/06,158,27.8,83,1004.1,13.2,80,3.3
2002/06/07,159,28.5,76,1004.7,7.8,110,0
2002/06/08,160,28.7,79,1005.2,7.6,110,0
2002/06/09,161,26.8,89,1005.9,7.4,90,24.7
2002/06/10,162,27.9,84,1005.4,6.9,250,9.7
2002/06/11,163,27.7,87,1006.3,7.7,220,109.2
2002/06/12,164,28.1,85,1007.6,5.6,260,6.4
2002/06/13,165,29,79,1007.5,6.1,190,0.025
2002/06/14,166,29.3,74,1007,7.6,190,0.025
2002/06/15,167,29.5,76,1006.3,7.9,190,0.025
2002/06/16,168,29.1,79,1006.7,10.3,200,11.9
2002/06/17,169,29.4,78,1006.6,9.1,200,9.6
2002/06/18,170,29.4,78,1006.8,9.2,170,0.5
2002/06/19,171,29.3,79,1006,9,160,6.8
2002/06/20,172,28.7,83,1005.2,7.7,160,15.6
2002/06/21,173,29.6,81,1005.4,9.2,110,2.5
2002/06/22,174,28.9,85,1007.2,9.3,100,5.5
2002/06/23,175,29.3,85,1008.6,9.4,120,9.4
2002/06/24,176,30.2,75,1008.4,7.6,160,0.025
2002/06/25,177,30.1,76,1008.8,7.1,250,11.8
2002/06/26,178,30.5,74,1009.3,7.9,250,0
2002/06/27,179,30.5,74,1009.5,7.3,160,0.025
2002/06/28,180,30.4,74,1008.9,8.4,190,0.025
2002/06/29,181,30,76,1007.2,7.8,250,2.3
2002/06/30,182,29.9,76,1005.1,7,190,0.6
2002/07/01,183,29.5,80,1004.7,7.6,130,11.5
2002/07/02,184,28.7,83,1005.8,8.5,120,4.7
2002/07/03,185,29.3,80,1004.4,4.1,250,0.025
2002/07/04,186,29.5,78,1001.3,5.3,250,12
2002/07/05,187,30.4,78,1000.3,4.5,250,0
2002/07/06,188,28.8,86,999.8,6.9,90,5.6
2002/07/07,189,28.3,85,997.9,5.6,20,12.5
2002/07/08,190,28.5,79,996.9,8,360,0.5
2002/07/09,191,28.9,77,996.7,6.9,240,9.3
2002/07/10,192,29.5,74,998.1,4.5,240,0
2002/07/11,193,30.3,76,1000.1,7.5,250,0.025
2002/07/12,194,30.4,73,1001,7.3,250,0
2002/07/13,195,30.8,75,1000.4,5.5,250,0
2002/07/14,196,30.8,79,1000,7.3,110,0.025
2002/07/15,197,30.5,77,1001.4,10.3,110,0.025
2002/07/16,198,28.2,84,1002.9,10,120,24.3
2002/07/17,199,29.3,82,1004.3,13,210,38.2
2002/07/18,200,29.7,79,1003.6,14.2,210,0.9
2002/07/19,201,29.5,80,1005,12.4,200,0.2
2002/07/20,202,29.3,82,1007.2,9.5,160,8.8
2002/07/21,203,29.2,82,1007.5,7.6,120,0.8
2002/07/22,204,28,83,1006.6,6.7,120,17.9
2002/07/23,205,28,83,1005.3,7.3,80,8
2002/07/24,206,29.2,81,1004.5,8.3,110,0.025
2002/07/25,207,29.4,80,1002.1,5.5,250,0.9
2002/07/26,208,27.9,86,1001,4.6,250,41.8
2002/07/27,209,27,93,1003.7,6,90,17.7
2002/07/28,210,26.7,92,1006.1,10.7,90,16
2002/07/29,211,26,93,1006.4,10,90,71.8
2002/07/30,212,26.8,93,1006.9,8,90,7
2002/07/31,213,27,92,1006.1,4.8,90,10.4
2002/08/01,214,28.8,79,1004.4,4.8,250,0.025
2002/08/02,215,29.2,80,1002.8,4.6,260,0.025
2002/08/03,216,27.6,87,999.2,7.9,30,13.3
2002/08/04,217,27.1,86,993.2,17.5,360,19.4
2002/08/05,218,27.1,84,994.2,11.6,250,6.2
2002/08/06,219,27.8,84,1000.6,15.8,210,43.7
2002/08/07,220,28.7,82,1003.2,11.5,210,1.2
2002/08/08,221,28.9,81,1003.8,6.3,250,0.025
2002/08/09,222,26.6,92,1004.8,3.9,260,91.7
2002/08/10,223,26.2,94,1007,3.7,100,90.5
2002/08/11,224,27.7,89,1009.3,9.2,90,3
2002/08/12,225,28.3,84,1009.7,10,90,0.8
2002/08/13,226,28.6,81,1008.1,9.3,90,0
2002/08/14,227,28.7,80,1005.9,8.5,100,0
2002/08/15,228,29,77,1004,9.7,90,0
2002/08/16,229,29,76,1002.5,13.8,80,0.025
2002/08/17,230,28.9,78,1002.4,17,80,1
2002/08/18,231,27.2,87,1002.4,18.7,80,51.6
2002/08/19,232,27.2,89,1002.5,21.2,110,26.8
2002/08/20,233,27.5,91,1007.2,15.5,100,14.6
2002/08/21,234,28,88,1010.8,10.2,90,0.025
2002/08/22,235,29,80,1011,3,250,0
2002/08/23,236,29.1,73,1010.9,6.7,260,0
2002/08/24,237,29.1,76,1010.4,8.7,250,0
2002/08/25,238,29.3,75,1008.5,8.5,250,0.025
2002/08/26,239,29.3,79,1007.1,9.9,250,0.025
2002/08/27,240,29.7,79,1006.8,8.7,250,0.4
2002/08/28,241,29.5,75,1007.8,6.3,250,0
2002/08/29,242,29.8,69,1007.2,8.5,250,0
2002/08/30,243,29.6,77,1005.7,7.2,250,1.7
2002/08/31,244,29.2,77,1005.9,5.3,250,0
2002/09/01,245,29.6,76,1008.3,6.1,260,0.025
2002/09/02,246,29.4,74,1010,6.9,260,0.6
2002/09/03,247,27.8,80,1009.9,3.7,100,6.8
2002/09/04,248,28.2,73,1008.9,4.8,100,0
2002/09/05,249,29.1,65,1007.7,4.8,250,0
2002/09/06,250,30,69,1005.5,6.8,360,0
2002/09/07,251,29.1,52,1003.9,11.7,360,0
2002/09/08,252,28.2,59,1004.9,6.7,360,0
2002/09/09,253,28.7,72,1006.3,3.7,90,0
2002/09/10,254,28.2,82,1004.8,5.6,350,49
2002/09/11,255,26,86,1003.3,27,100,39.5
2002/09/12,256,26.5,86,1008.2,15.1,90,17.8
2002/09/13,257,26.6,90,1009,7.3,100,9.2
2002/09/14,258,26.1,92,1007.7,6,90,56.2
2002/09/15,259,25.3,96,1005.7,7.7,100,161.1
2002/09/16,260,25.4,96,1006,9.1,100,121.9
2002/09/17,261,24.7,96,1008.4,4.3,40,162.8
2002/09/18,262,27,81,1012,14.2,70,3.5
2002/09/19,263,27.8,76,1012.9,16.6,90,0
2002/09/20,264,27.5,77,1012.8,15.3,90,0
2002/09/21,265,27.5,79,1011.8,10.7,90,0.025
2002/09/22,266,26.1,87,1012.5,6.3,20,83
2002/09/23,267,26.3,76,1013.4,12.5,80,0
2002/09/24,268,25.4,79,1013.8,13.7,80,0.4
2002/09/25,269,25,88,1013.6,10.3,70,5.6
2002/09/26,270,26.2,87,1013.2,12.2,90,0.2
2002/09/27,271,27.4,84,1012.5,11.2,110,0.2
2002/09/28,272,27.1,85,1012.9,10.7,100,0.8
2002/09/29,273,26.2,85,1012.9,12.8,90,4.4
2002/09/30,274,26.3,77,1012.7,13,90,0.025
2002/10/01,275,25.4,86,1012.7,3.1,80,7.6
2002/10/02,276,26.3,78,1012.9,5.6,80,0
2002/10/03,277,26.7,78,1013.9,8.2,80,0
2002/10/04,278,26.9,82,1014,9.4,80,0
2002/10/05,279,27.1,82,1012.8,10.3,90,0
2002/10/06,280,25.2,66,1012.7,9.2,10,0.025
2002/10/07,281,23.8,48,1015.6,11.6,20,0.025
2002/10/08,282,24.1,45,1017.1,10.3,360,0
2002/10/09,283,23.9,50,1017.3,8,360,0
2002/10/10,284,24.5,64,1016.3,5.1,360,0
2002/10/11,285,25.8,73,1013,5.6,110,0
2002/10/12,286,26.5,77,1011.6,9.5,90,0
2002/10/13,287,26.6,81,1012.5,8.7,90,0
2002/10/14,288,26.3,77,1014.1,10.6,90,0
2002/10/15,289,26.5,80,1015.3,8.5,100,0
2002/10/16,290,26.5,81,1014.6,11.6,90,0
2002/10/17,291,27.1,82,1011.6,11.3,100,0.1
2002/10/18,292,26.6,87,1009.9,4.1,260,54.9
2002/10/19,293,27.5,80,1010.2,5.2,260,0
2002/10/20,294,27.6,79,1011.4,5.3,120,0
2002/10/21,295,24.1,89,1012.9,6.6,360,50.1
2002/10/22,296,23.5,85,1014,8,60,0.025
2002/10/23,297,20.8,86,1015.3,8.1,360,9.2
2002/10/24,298,22.1,77,1016.4,4,100,0.025
2002/10/25,299,24.6,78,1017.5,8.1,90,0.025
2002/10/26,300,24.9,78,1017,7.3,90,0.5
2002/10/27,301,23.8,78,1015.7,10.6,80,0.1
2002/10/28,302,24.1,83,1014.1,15.8,80,1
2002/10/29,303,24.5,87,1013,14.3,90,4.1
2002/10/30,304,23.5,96,1013.7,10.9,90,66.2
2002/10/31,305,23,90,1014.7,3.3,360,5.2
2002/11/01,306,22.9,73,1016.9,8.3,360,0
2002/11/02,307,21.4,70,1019.9,9.3,360,0
2002/11/03,308,20.7,51,1022.1,11.5,10,0
2002/11/04,309,20,43,1022.6,13.5,10,0
2002/11/05,310,20.6,61,1020.8,9.4,80,0
2002/11/06,311,21.7,67,1019.1,10,100,0
2002/11/07,312,23.6,64,1017.7,3.4,250,0
2002/11/08,313,23.8,58,1017.9,5.8,20,0
2002/11/09,314,22.7,72,1019.5,15,80,0
2002/11/10,315,22.4,74,1018.1,11.8,80,0
2002/11/11,316,23.9,83,1016.7,7.1,100,0
2002/11/12,317,24.7,79,1015.3,2.2,260,0
2002/11/13,318,24.4,78,1012.7,5.8,90,0
2002/11/14,319,25.1,80,1010,3.6,260,0
2002/11/15,320,25.7,83,1010.7,3.9,250,0.025
2002/11/16,321,19.8,83,1016.1,8.6,360,5.4
2002/11/17,322,20.1,73,1019.7,6.7,350,0.025
2002/11/18,323,20.4,69,1020,10.2,40,0.025
2002/11/19,324,19.6,81,1018.9,8.1,80,5
2002/11/20,325,21.8,76,1018.1,5.8,80,0
2002/11/21,326,22.3,72,1017.8,7,360,0
2002/11/22,327,20.6,72,1017.3,4.7,360,0
2002/11/23,328,21,74,1016.1,3,360,0
2002/11/24,329,20.4,67,1017.8,8.7,360,0.025
2002/11/25,330,18.5,63,1020.5,7.1,360,0
2002/11/26,331,18.5,58,1022.8,9,10,0
2002/11/27,332,19.1,64,1021.8,9.3,40,0.025
2002/11/28,333,18.6,87,1019.7,10.9,80,3
2002/11/29,334,20.6,86,1019,9.8,80,0.7
2002/11/30,335,20.8,91,1017.2,9.6,80,9.2
2002/12/01,336,20.4,90,1016.1,16.5,80,2.3
2002/12/02,337,21.3,91,1016.6,13.4,90,0.6
2002/12/03,338,22.7,89,1016.6,7.8,100,0
2002/12/04,339,23.3,87,1016.1,4.3,100,0
2002/12/05,340,23.2,92,1016.1,8.3,90,0.2
2002/12/06,341,23.8,91,1015.4,9.4,90,0.025
2002/12/07,342,24.3,90,1015.1,5.6,90,0
2002/12/08,343,16.1,81,1021.4,11.9,360,4.3
2002/12/09,344,13.2,65,1025.6,9.8,360,0.025
2002/12/10,345,15.8,66,1024.1,9.5,80,0
2002/12/11,346,15.7,75,1023.1,9.1,350,8
2002/12/12,347,15.2,76,1026,6.3,10,8
2002/12/13,348,16.2,71,1027.8,9.5,80,0
2002/12/14,349,17.6,73,1025.5,11.8,80,0
2002/12/15,350,19.4,77,1022.6,9.3,90,0.025
2002/12/16,351,20.9,79,1020.9,6.5,100,0.2
2002/12/17,352,20.6,79,1019.3,12.1,90,0.025
2002/12/18,353,21.2,83,1015.5,10.4,90,0.025
2002/12/19,354,22.5,87,1013.6,5.6,90,0.025
2002/12/20,355,18.9,92,1012.9,11.4,90,23
2002/12/21,356,19.3,84,1014.5,5.2,360,0.7
2002/12/22,357,18.7,80,1017.5,5.1,10,0
2002/12/23,358,18.9,73,1019.1,5,360,0
2002/12/24,359,18.5,73,1019.4,5.1,360,0
2002/12/25,360,17.4,74,1020.9,10.8,360,0
2002/12/26,361,11.8,76,1022.5,13.8,360,8.9
2002/12/27,362,8.2,90,1023.4,8.8,350,7.4
2002/12/28,363,12,76,1021.8,3.3,360,0.025
2002/12/29,364,15.1,77,1022,3.6,360,0
2002/12/30,365,15.9,75,1020.1,4.6,240,0
2002/12/31,366,15.4,78,1020.6,3.6,10,0.5
2003/01/01,1,15.8,78,1023.1,12,80,0
2003/01/02,2,16.4,78,1023.4,12.1,70,0.025
2003/01/03,3,15.5,66,1024.2,7.1,360,0.8
2003/01/04,4,15.2,68,1025,5.7,100,0
2003/01/05,5,15.2,68,1026.6,9.7,80,0
2003/01/06,6,11.8,80,1022.8,8,360,16.5
2003/01/07,7,11.4,76,1023.3,8.8,360,0.1
2003/01/08,8,13,72,1023.7,7,350,0
2003/01/09,9,15.2,68,1021.7,5.5,240,0
2003/01/10,10,15.2,62,1020.9,5.8,360,0
2003/01/11,11,15,56,1022.7,6,360,0
2003/01/12,12,15.1,62,1022.5,4.9,100,0
2003/01/13,13,16.2,69,1020.5,2.3,90,0
2003/01/14,14,16.9,57,1021.7,7.7,100,0
2003/01/15,15,16.3,64,1024,14.4,80,0
2003/01/16,16,16,73,1023.6,9.6,100,0
2003/01/17,17,17.5,68,1022.7,8.1,100,0
2003/01/18,18,18.6,66,1022.6,10.6,100,0
2003/01/19,19,19.1,71,1019.7,3.3,250,0
2003/01/20,20,18.1,73,1018.7,9.6,100,0
2003/01/21,21,16.9,74,1017.2,14.3,90,0
2003/01/22,22,18.1,72,1014,5,260,0
2003/01/23,23,18.1,69,1015.4,7.3,80,0
2003/01/24,24,16.3,79,1016.3,18.5,80,0.025
2003/01/25,25,17.7,87,1015,16.4,90,0.025
2003/01/26,26,20.1,88,1014,5.2,100,0
2003/01/27,27,15.2,69,1020.5,12.1,360,4.3
2003/01/28,28,13.6,56,1024.4,6.9,360,0
2003/01/29,29,15.1,68,1024,10.6,90,0
2003/01/30,30,16,74,1022.7,16.1,90,0.025
2003/01/31,31,18.1,82,1020.2,11.1,90,0
2003/02/01,32,19.5,82,1020,3.8,360,0.025
2003/02/02,33,15.9,76,1023.4,9,80,0
2003/02/03,34,15.2,80,1023.9,8,90,0.025
2003/02/04,35,14.8,65,1024.3,11,360,0
2003/02/05,36,14.5,60,1025.9,8.6,10,0
2003/02/06,37,14.9,73,1024.4,9.5,90,0
2003/02/07,38,16.1,76,1018.1,8.2,90,0.025
2003/02/08,39,17.8,88,1014.5,3.9,100,14.4
2003/02/09,40,18.4,92,1015.6,10,90,0
2003/02/10,41,19.8,87,1016.6,5.1,100,0
2003/02/11,42,19.9,85,1017.5,5.3,100,0
2003/02/12,43,16.6,83,1021,10.1,80,0.025
2003/02/13,44,15.6,80,1021.5,10.1,80,0.025
2003/02/14,45,17.2,84,1019.3,13.3,90,0.025
2003/02/15,46,19.1,90,1016.3,7.8,90,0.025
2003/02/16,47,21.4,89,1015.2,2.7,260,0.025
2003/02/17,48,18.4,88,1018.5,12.7,90,0.025
2003/02/18,49,19.4,82,1017.7,9.3,100,0.025
2003/02/19,50,20.4,85,1016.9,4.2,90,0.025
2003/02/20,51,17.7,78,1019.1,18.9,80,0.025
2003/02/21,52,18.1,83,1019,13.6,90,0
2003/02/22,53,21.1,84,1016.1,4,90,0
2003/02/23,54,21.5,82,1014,2.9,260,0
2003/02/24,55,21,86,1014.6,8.3,90,0.025
2003/02/25,56,19,84,1017,14.4,90,0.025
2003/02/26,57,20.9,80,1016.7,8.3,90,0
2003/02/27,58,22.5,79,1016.4,8,100,0.025
2003/02/28,59,20.4,86,1015.4,11.6,90,0.7
2003/03/01,61,22.3,86,1012.6,3.7,90,0
2003/03/02,62,21.5,89,1011.9,10.7,90,0.025
2003/03/03,63,21.9,89,1009.6,10.6,90,0.3
2003/03/04,64,20,91,1009.4,21.1,80,5.5
2003/03/05,65,18.1,94,1009.6,18.1,90,10.7
2003/03/06,66,16.8,89,1012.6,6.9,250,7.7
2003/03/07,67,13.9,67,1018.3,7,360,0
2003/03/08,68,14.7,63,1021.9,8.8,10,0
2003/03/09,69,15.1,70,1023.1,9.4,50,0.7
